Literature,Specimen ID,Country,Specimen Type,Specimen Age (days),Rebar Present,UPV Device Brand & Model,Transducer Diameter (mm),Transducer Frequency (kHz),Standard,Test Type,No. Tests,"Average Velocity, Vp (m/s)",Compression Specimen,Height (mm),Width/Diameter (mm),Max Aggregate Size (mm),W/C Ratio,Strength Class,"Design Strength, fck (MPa)","fc,core (MPa)","fc,ref (MPa)","fc,cyl (MPa)",Notes,
Najim (2017),C_ID59,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,2461,Cube,150.0,150.0,,,,,32.00,32.00,26.56,,
Najim (2017),C_ID60,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,2500,Cube,150.0,150.0,,,,,32.50,32.50,26.98,,
Najim (2017),C_ID61,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,2846,Cube,150.0,150.0,,,,,37.00,37.00,30.71,,
Najim (2017),C_ID62,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3076,Cube,150.0,150.0,,,,,40.00,40.00,33.20,,
Najim (2017),C_ID63,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3923,Cube,150.0,150.0,,,,,51.00,51.00,42.33,,
Najim (2017),C_ID64,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3307,Cube,150.0,150.0,,,,,43.00,43.00,35.69,,
Najim (2017),C_ID65,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3461,Cube,150.0,150.0,,,,,45.00,45.00,37.35,,
Najim (2017),C_ID66,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3384,Cube,150.0,150.0,,,,,44.00,44.00,36.52,,
Najim (2017),C_ID67,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3461,Cube,150.0,150.0,,,,,45.00,45.00,37.35,,
Najim (2017),C_ID68,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3538,Cube,150.0,150.0,,,,,46.00,46.00,38.18,,
Najim (2017),C_ID69,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3461,Cube,150.0,150.0,,,,,45.00,45.00,37.35,,
Najim (2017),C_ID70,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3615,Cube,150.0,150.0,,,,,47.00,47.00,39.01,,
Najim (2017),C_ID71,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3307,Cube,150.0,150.0,,,,,43.00,43.00,35.69,,
Najim (2017),C_ID72,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3769,Cube,150.0,150.0,,,,,49.00,49.00,40.67,,
Najim (2017),C_ID73,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3538,Cube,150.0,150.0,,,,,46.00,46.00,38.18,,
Najim (2017),C_ID74,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,2769,Cube,150.0,150.0,,,,,36.00,36.00,29.88,,
Najim (2017),C_ID75,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,2792,Cube,150.0,150.0,,,,,36.30,36.30,30.13,,
Najim (2017),C_ID76,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3230,Cube,150.0,150.0,,,,,42.00,42.00,34.86,,
Najim (2017),C_ID77,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3461,Cube,150.0,150.0,,,,,45.00,45.00,37.35,,
Najim (2017),C_ID78,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3384,Cube,150.0,150.0,,,,,44.00,44.00,36.52,,
Najim (2017),C_ID79,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,2615,Cube,150.0,150.0,,,,,34.00,34.00,28.22,,
Najim (2017),C_ID80,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,2769,Cube,150.0,150.0,,,,,36.00,36.00,29.88,,
Najim (2017),C_ID81,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,2692,Cube,150.0,150.0,,,,,35.00,35.00,29.05,,
Najim (2017),C_ID82,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,2884,Cube,150.0,150.0,,,,,37.50,37.50,31.13,,
Najim (2017),C_ID83,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,2730,Cube,150.0,150.0,,,,,35.50,35.50,29.47,,
Najim (2017),C_ID84,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,2538,Cube,150.0,150.0,,,,,33.00,33.00,27.39,,
Najim (2017),C_ID85,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,2730,Cube,150.0,150.0,,,,,35.50,35.50,29.47,,
Najim (2017),C_ID86,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,2461,Cube,150.0,150.0,,,,,32.00,32.00,26.56,,
Najim (2017),C_ID87,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,2961,Cube,150.0,150.0,,,,,38.50,38.50,31.96,,
Najim (2017),C_ID88,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3269,Cube,150.0,150.0,,,,,42.50,42.50,35.28,,
Najim (2017),C_ID89,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,2692,Cube,150.0,150.0,,,,,35.00,35.00,29.05,,
Najim (2017),C_ID90,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,2461,Cube,150.0,150.0,,,,,32.00,32.00,26.56,,
Najim (2017),C_ID91,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,2692,Cube,150.0,150.0,,,,,35.00,35.00,29.05,,
Najim (2017),C_ID92,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,2923,Cube,150.0,150.0,,,,,38.00,38.00,31.54,,
Najim (2017),C_ID93,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3788,Cube,150.0,150.0,,,,,44.50,44.50,36.94,,
Najim (2017),C_ID94,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3547,Cube,150.0,150.0,,,,,40.50,40.50,33.62,,
Najim (2017),C_ID95,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3390,Cube,150.0,150.0,,,,,38.50,38.50,31.96,,
Najim (2017),C_ID96,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,2342,Cube,150.0,150.0,,,,,38.00,38.00,31.54,,
Najim (2017),C_ID97,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,2198,Cube,150.0,150.0,,,,,38.00,38.00,31.54,,
Najim (2017),C_ID98,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3279,Cube,150.0,150.0,,,,,38.50,38.50,31.96,,
Najim (2017),C_ID99,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3155,Cube,150.0,150.0,,,,,24.50,24.50,20.34,,
Najim (2017),C_ID100,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3145,Cube,150.0,150.0,,,,,23.00,23.00,19.09,,
Najim (2017),C_ID101,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3175,Cube,150.0,150.0,,,,,23.50,23.50,19.51,,
Najim (2017),C_ID102,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,2434,Cube,150.0,150.0,,,,,33.00,33.00,27.39,,
Najim (2017),C_ID103,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,2315,Cube,150.0,150.0,,,,,29.60,29.60,24.57,,
Najim (2017),C_ID104,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,2500,Cube,150.0,150.0,,,,,35.00,35.00,29.05,,
Najim (2017),C_ID105,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,2500,Cube,150.0,150.0,,,,,33.00,33.00,27.39,,
Najim (2017),C_ID106,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,2696,Cube,150.0,150.0,,,,,30.00,30.00,24.90,,
Najim (2017),C_ID107,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,2841,Cube,150.0,150.0,,,,,39.00,39.00,32.37,,
Najim (2017),C_ID108,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3704,Cube,150.0,150.0,,,,,34.50,34.50,28.64,,
Najim (2017),C_ID109,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3572,Cube,150.0,150.0,,,,,32.00,32.00,26.56,,
Najim (2017),C_ID110,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3704,Cube,150.0,150.0,,,,,31.50,31.50,26.15,,
Najim (2017),C_ID111,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3969,Cube,150.0,150.0,,,,,48.00,48.00,39.84,,
Najim (2017),C_ID112,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3677,Cube,150.0,150.0,,,,,40.00,40.00,33.20,,
Najim (2017),C_ID113,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3185,Cube,150.0,150.0,,,,,34.00,34.00,28.22,,
Najim (2017),C_ID114,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3522,Cube,150.0,150.0,,,,,25.50,25.50,21.17,,
Najim (2017),C_ID115,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3425,Cube,150.0,150.0,,,,,27.00,27.00,22.41,,
Najim (2017),C_ID116,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3290,Cube,150.0,150.0,,,,,25.00,25.00,20.75,,
Najim (2017),C_ID117,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,4150,Cube,150.0,150.0,,,,,46.00,46.00,38.18,,
Najim (2017),C_ID118,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,2771,Cube,150.0,150.0,,,,,33.00,33.00,27.39,,
Najim (2017),C_ID119,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,4049,Cube,150.0,150.0,,,,,40.00,40.00,33.20,,
Najim (2017),C_ID120,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3664,Cube,150.0,150.0,,,,,28.00,28.00,23.24,,
Najim (2017),C_ID121,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3847,Cube,150.0,150.0,,,,,36.00,36.00,29.88,,
Najim (2017),C_ID122,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3522,Cube,150.0,150.0,,,,,32.50,32.50,26.98,,
Najim (2017),C_ID123,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3195,Cube,150.0,150.0,,,,,48.50,48.50,40.26,,
Najim (2017),C_ID124,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3461,Cube,150.0,150.0,,,,,50.50,50.50,41.92,,
Najim (2017),C_ID125,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3598,Cube,150.0,150.0,,,,,40.50,40.50,33.62,,
Najim (2017),C_ID126,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3677,Cube,150.0,150.0,,,,,43.50,43.50,36.11,,
Najim (2017),C_ID127,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3732,Cube,150.0,150.0,,,,,56.50,56.50,46.90,,
Najim (2017),C_ID128,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3402,Cube,150.0,150.0,,,,,40.00,40.00,33.20,,
Najim (2017),C_ID129,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3402,Cube,150.0,150.0,,,,,46.00,46.00,38.18,,
Najim (2017),C_ID130,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3559,Cube,150.0,150.0,,,,,53.00,53.00,43.99,,
Najim (2017),C_ID131,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3704,Cube,150.0,150.0,,,,,40.00,40.00,33.20,,
Najim (2017),C_ID132,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3637,Cube,150.0,150.0,,,,,38.00,38.00,31.54,,
Najim (2017),C_ID133,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3969,Cube,150.0,150.0,,,,,38.00,38.00,31.54,,
Najim (2017),C_ID134,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3390,Cube,150.0,150.0,,,,,40.00,40.00,33.20,,
Najim (2017),C_ID135,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3677,Cube,150.0,150.0,,,,,40.00,40.00,33.20,,
Najim (2017),C_ID136,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3664,Cube,150.0,150.0,,,,,40.50,40.50,33.62,,
Najim (2017),C_ID137,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3473,Cube,150.0,150.0,,,,,41.00,41.00,34.03,,
Najim (2017),C_ID138,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3637,Cube,150.0,150.0,,,,,47.00,47.00,39.01,,
Najim (2017),C_ID139,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3559,Cube,150.0,150.0,,,,,48.00,48.00,39.84,,
Najim (2017),C_ID140,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3547,Cube,150.0,150.0,,,,,51.00,51.00,42.33,,
Najim (2017),C_ID141,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3612,Cube,150.0,150.0,,,,,53.00,53.00,43.99,,
Najim (2017),C_ID142,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3680,Cube,150.0,150.0,,,,,42.00,42.00,34.86,,
Najim (2017),C_ID143,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,2690,Cube,150.0,150.0,,,,,34.00,34.00,28.22,,
Najim (2017),C_ID144,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,2453,Cube,150.0,150.0,,,,,32.00,32.00,26.56,,
Najim (2017),C_ID145,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,2950,Cube,150.0,150.0,,,,,37.00,37.00,30.71,,
Najim (2017),C_ID146,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,3271,Cube,150.0,150.0,,,,,42.50,42.50,35.28,,
Najim (2017),C_ID147,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,2680,Cube,150.0,150.0,,,,,36.00,36.00,29.88,,
Najim (2017),C_ID148,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,2470,Cube,150.0,150.0,,,,,32.00,32.00,26.56,,
Najim (2017),C_ID149,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,2687,Cube,150.0,150.0,,,,,34.00,34.00,28.22,,
Najim (2017),C_ID150,Iraq,Cube - Laboratory,28,FALSE,PUNDIT,,,BS 1881-203 (1986),Indirect,4,2450,Cube,150.0,150.0,,,,,30.00,30.00,24.90,,
Rashid & Waqas (2017),C1_0.50_1,Pakistan,Cube - Laboratory,7,FALSE,Proeti - H0394,,,ASTM C597 (2016),Direct,1,4200,Cube,150.0,150.0,20,0.50,,,13.76,13.76,11.42,,
Rashid & Waqas (2017),C1_0.50_2,Pakistan,Cube - Laboratory,28,FALSE,Proeti - H0394,,,ASTM C597 (2016),Direct,1,4300,Cube,150.0,150.0,20,0.50,,,20.99,20.99,17.42,,
Rashid & Waqas (2017),C1_0.50_3,Pakistan,Cube - Laboratory,56,FALSE,Proeti - H0394,,,ASTM C597 (2016),Direct,1,4400,Cube,150.0,150.0,20,0.50,,,22.61,22.61,18.77,,
Rashid & Waqas (2017),C2_0.45_1,Pakistan,Cube - Laboratory,7,FALSE,Proeti - H0394,,,ASTM C597 (2016),Direct,1,4500,Cube,150.0,150.0,20,0.45,,,23.90,23.90,19.84,,
Rashid & Waqas (2017),C2_0.45_2,Pakistan,Cube - Laboratory,28,FALSE,Proeti - H0394,,,ASTM C597 (2016),Direct,1,4600,Cube,150.0,150.0,20,0.45,,,24.47,24.47,20.31,,
Rashid & Waqas (2017),C2_0.45_3,Pakistan,Cube - Laboratory,56,FALSE,Proeti - H0394,,,ASTM C597 (2016),Direct,1,4500,Cube,150.0,150.0,20,0.45,,,27.30,27.30,22.66,,
Rashid & Waqas (2017),C3_0.40_1,Pakistan,Cube - Laboratory,7,FALSE,Proeti - H0394,,,ASTM C597 (2016),Direct,1,4700,Cube,150.0,150.0,20,0.40,,,28.76,28.76,23.87,,
Rashid & Waqas (2017),C3_0.40_2,Pakistan,Cube - Laboratory,28,FALSE,Proeti - H0394,,,ASTM C597 (2016),Direct,1,4500,Cube,150.0,150.0,20,0.40,,,28.69,28.69,23.81,,
Rashid & Waqas (2017),C3_0.40_3,Pakistan,Cube - Laboratory,56,FALSE,Proeti - H0394,,,ASTM C597 (2016),Direct,1,4800,Cube,150.0,150.0,20,0.40,,,32.16,32.16,26.69,,
Rashid & Waqas (2017),C4_0.35_1,Pakistan,Cube - Laboratory,7,FALSE,Proeti - H0394,,,ASTM C597 (2016),Direct,1,4300,Cube,150.0,150.0,20,0.35,,,24.07,24.07,19.98,,
Rashid & Waqas (2017),C4_0.35_2,Pakistan,Cube - Laboratory,28,FALSE,Proeti - H0394,,,ASTM C597 (2016),Direct,1,4200,Cube,150.0,150.0,20,0.35,,,25.33,25.33,21.02,,
Rashid & Waqas (2017),C4_0.35_3,Pakistan,Cube - Laboratory,56,FALSE,Proeti - H0394,,,ASTM C597 (2016),Direct,1,4400,Cube,150.0,150.0,20,0.35,,,25.79,25.79,21.41,,
Rashid & Waqas (2017),C5_0.30_1,Pakistan,Cube - Laboratory,7,FALSE,Proeti - H0394,,,ASTM C597 (2016),Direct,1,4400,Cube,150.0,150.0,20,0.30,,,26.37,26.37,21.89,,
Rashid & Waqas (2017),C5_0.30_2,Pakistan,Cube - Laboratory,28,FALSE,Proeti - H0394,,,ASTM C597 (2016),Direct,1,4700,Cube,150.0,150.0,20,0.30,,,29.81,29.81,24.74,,
Rashid & Waqas (2017),C5_0.30_3,Pakistan,Cube - Laboratory,56,FALSE,Proeti - H0394,,,ASTM C597 (2016),Direct,1,4400,Cube,150.0,150.0,20,0.30,,,30.50,30.50,25.32,,
Rashid & Waqas (2017),C6_0.32_1,Pakistan,Cube - Laboratory,7,FALSE,Proeti - H0394,,,ASTM C597 (2016),Direct,1,4800,Cube,150.0,150.0,20,0.32,,,33.66,33.66,27.94,,
Rashid & Waqas (2017),C6_0.32_2,Pakistan,Cube - Laboratory,28,FALSE,Proeti - H0394,,,ASTM C597 (2016),Direct,1,4800,Cube,150.0,150.0,20,0.32,,,36.67,36.67,30.44,,
Rashid & Waqas (2017),C6_0.32_3,Pakistan,Cube - Laboratory,56,FALSE,Proeti - H0394,,,ASTM C597 (2016),Direct,1,4900,Cube,150.0,150.0,20,0.32,,,41.14,41.14,34.15,,
Rashid & Waqas (2017),C7_0.30_1,Pakistan,Cube - Laboratory,7,FALSE,Proeti - H0394,,,ASTM C597 (2016),Direct,1,4390,Cube,150.0,150.0,20,0.30,,,28.18,28.18,23.39,,
Rashid & Waqas (2017),C7_0.30_2,Pakistan,Cube - Laboratory,28,FALSE,Proeti - H0394,,,ASTM C597 (2016),Direct,1,4450,Cube,150.0,150.0,20,0.30,,,31.39,31.39,26.05,,
Rashid & Waqas (2017),C7_0.30_3,Pakistan,Cube - Laboratory,56,FALSE,Proeti - H0394,,,ASTM C597 (2016),Direct,1,4720,Cube,150.0,150.0,20,0.30,,,33.67,33.67,27.95,,
Rashid & Waqas (2017),C8_0.28_1,Pakistan,Cube - Laboratory,7,FALSE,Proeti - H0394,,,ASTM C597 (2016),Direct,1,4660,Cube,150.0,150.0,20,0.28,,,34.70,34.70,28.80,,
Rashid & Waqas (2017),C8_0.28_2,Pakistan,Cube - Laboratory,28,FALSE,Proeti - H0394,,,ASTM C597 (2016),Direct,1,4770,Cube,150.0,150.0,20,0.28,,,36.83,36.83,30.57,,
Rashid & Waqas (2017),C8_0.28_3,Pakistan,Cube - Laboratory,56,FALSE,Proeti - H0394,,,ASTM C597 (2016),Direct,1,4780,Cube,150.0,150.0,20,0.28,,,39.45,39.45,32.74,,
Rashid & Waqas (2017),C9_0.25_1,Pakistan,Cube - Laboratory,7,FALSE,Proeti - H0394,,,ASTM C597 (2016),Direct,1,4800,Cube,150.0,150.0,20,0.25,,,41.76,41.76,34.66,,
Rashid & Waqas (2017),C9_0.25_2,Pakistan,Cube - Laboratory,28,FALSE,Proeti - H0394,,,ASTM C597 (2016),Direct,1,4920,Cube,150.0,150.0,20,0.25,,,46.68,46.68,38.74,,
Rashid & Waqas (2017),C9_0.25_3,Pakistan,Cube - Laboratory,56,FALSE,Proeti - H0394,,,ASTM C597 (2016),Direct,1,4950,Cube,150.0,150.0,20,0.25,,,51.27,51.27,42.55,,
"Sabbağ & Uyanik, (2017)",D_1,Turkey,Cube - Laboratory,7,FALSE,,,200,,Direct,1,2871,Cube,150.0,150.0,,,,,2.70,2.70,2.24,Includes S-wave results.,
"Sabbağ & Uyanik, (2017)",D10_1,Turkey,Cube - Laboratory,7,TRUE,,,200,,Direct,1,3063,Cube,150.0,150.0,,,,,4.00,4.00,3.32,Includes S-wave results.,
"Sabbağ & Uyanik, (2017)",D14_1,Turkey,Cube - Laboratory,7,TRUE,,,200,,Direct,1,3063,Cube,150.0,150.0,,,,,4.30,4.30,3.57,Includes S-wave results.,
"Sabbağ & Uyanik, (2017)",D20_1,Turkey,Cube - Laboratory,7,TRUE,,,200,,Direct,1,2791,Cube,150.0,150.0,,,,,4.80,4.80,3.98,Includes S-wave results.,
"Sabbağ & Uyanik, (2017)",D_2,Turkey,Cube - Laboratory,7,FALSE,,,200,,Direct,1,4725,Cube,150.0,150.0,,,,,63.50,63.50,52.71,Includes S-wave results.,
"Sabbağ & Uyanik, (2017)",D10_2,Turkey,Cube - Laboratory,7,TRUE,,,200,,Direct,1,4800,Cube,150.0,150.0,,,,,56.00,56.00,46.48,Includes S-wave results.,
"Sabbağ & Uyanik, (2017)",D14_2,Turkey,Cube - Laboratory,7,TRUE,,,200,,Direct,1,4800,Cube,150.0,150.0,,,,,56.20,56.20,46.65,Includes S-wave results.,
"Sabbağ & Uyanik, (2017)",D20_2,Turkey,Cube - Laboratory,7,TRUE,,,200,,Direct,1,4800,Cube,150.0,150.0,,,,,60.00,60.00,49.80,Includes S-wave results.,
"Sabbağ & Uyanik, (2017)",D_3,Turkey,Cube - Laboratory,7,FALSE,,,200,,Direct,9,4147,Cube,150.0,150.0,,,,,38.19,38.19,31.70,Includes S-wave results.,
"Sabbağ & Uyanik, (2017)",D10_3,Turkey,Cube - Laboratory,7,TRUE,,,200,,Direct,9,4136,Cube,150.0,150.0,,,,,36.36,36.36,30.18,Includes S-wave results.,
"Sabbağ & Uyanik, (2017)",D14_3,Turkey,Cube - Laboratory,7,TRUE,,,200,,Direct,9,4139,Cube,150.0,150.0,,,,,36.03,36.03,29.90,Includes S-wave results.,
"Sabbağ & Uyanik, (2017)",D20_3,Turkey,Cube - Laboratory,7,TRUE,,,200,,Direct,9,4111,Cube,150.0,150.0,,,,,36.20,36.20,30.05,Includes S-wave results.,
"Sabbağ & Uyanik, (2017)",D_4,Turkey,Cube - Laboratory,28,FALSE,,,200,,Direct,1,3062,Cube,150.0,150.0,,,,,4.00,4.00,3.32,Includes S-wave results.,
"Sabbağ & Uyanik, (2017)",D10_4,Turkey,Cube - Laboratory,28,TRUE,,,200,,Direct,1,3410,Cube,150.0,150.0,,,,,4.50,4.50,3.74,Includes S-wave results.,
"Sabbağ & Uyanik, (2017)",D14_4,Turkey,Cube - Laboratory,28,TRUE,,,200,,Direct,1,3371,Cube,150.0,150.0,,,,,4.60,4.60,3.82,Includes S-wave results.,
"Sabbağ & Uyanik, (2017)",D20_4,Turkey,Cube - Laboratory,28,TRUE,,,200,,Direct,1,3158,Cube,150.0,150.0,,,,,5.30,5.30,4.40,Includes S-wave results.,
"Sabbağ & Uyanik, (2017)",D_5,Turkey,Cube - Laboratory,28,FALSE,,,200,,Direct,1,4839,Cube,150.0,150.0,,,,,65.30,65.30,54.20,Includes S-wave results.,
"Sabbağ & Uyanik, (2017)",D10_5,Turkey,Cube - Laboratory,28,TRUE,,,200,,Direct,1,4839,Cube,150.0,150.0,,,,,58.90,58.90,48.89,Includes S-wave results.,
"Sabbağ & Uyanik, (2017)",D14_5,Turkey,Cube - Laboratory,28,TRUE,,,200,,Direct,1,4839,Cube,150.0,150.0,,,,,61.70,61.70,51.21,Includes S-wave results.,
"Sabbağ & Uyanik, (2017)",D20_5,Turkey,Cube - Laboratory,28,TRUE,,,200,,Direct,1,4725,Cube,150.0,150.0,,,,,62.80,62.80,52.12,Includes S-wave results.,
